Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Thunbergia erecta chloroplast, complete genome",Thunbergia erecta,363,363,99%,3.999999999999999e-96,96.38,152202,MZ555773.1
"Salvia pansamalensis chloroplast, complete genome",Salvia pansamalensis,363,363,99%,3.999999999999999e-96,96.38,150988,MT156368.1
"Salvia leucantha chloroplast, complete genome",Salvia leucantha,363,363,99%,3.999999999999999e-96,96.38,151038,MT156367.1
"Salvia leucantha chloroplast, complete genome",Salvia leucantha,363,363,99%,3.999999999999999e-96,96.38,151021,MZ325864.1
"Origanum vulgare subsp. vulgare chloroplast, complete genome",Origanum vulgare subsp. vulgare,363,363,99%,3.999999999999999e-96,96.38,151935,JX880022.1
"Salvia trijuga plastid, complete genome",Salvia trijuga,363,363,99%,3.999999999999999e-96,96.38,151345,MN062350.1
"Clerodendrum cyrtophyllum chloroplast, complete genome",Clerodendrum cyrtophyllum,363,363,99%,3.999999999999999e-96,96.38,152004,MW858153.1
"Vitex yunnanensis chloroplast, complete genome",Vitex yunnanensis,363,363,99%,3.999999999999999e-96,96.38,153354,MT473786.1
"Vitex tripinnata chloroplast, complete genome",Vitex tripinnata,363,363,99%,3.999999999999999e-96,96.38,154166,MT473785.1
"Vitex quinata chloroplast, complete genome",Vitex quinata,363,363,99%,3.999999999999999e-96,96.38,154416,MT473784.1
"Vitex negundo var. cannabifolia chloroplast, complete genome",Vitex negundo var. cannabifolia,363,363,99%,3.999999999999999e-96,96.38,154395,MT473783.1
"Vitex glabrata chloroplast, complete genome",Vitex glabrata,363,363,99%,3.999999999999999e-96,96.38,154532,MT473782.1
"Hymenopyramis cana chloroplast, complete genome",Hymenopyramis cana,363,363,99%,3.999999999999999e-96,96.38,152766,MT473766.1
"Elsholtzia rugulosa chloroplast, complete genome",Elsholtzia rugulosa,363,363,99%,3.999999999999999e-96,96.38,151962,MT473758.1
"Clerodendrum japonicum chloroplast, complete genome",Clerodendrum japonicum,363,363,99%,3.999999999999999e-96,96.38,152279,MT473745.1
"Jasminum fruticans voucher P-G. Besnard 01-2016 (CEFE, J. Thompson) chloroplast, complete genome",Chrysojasminum fruticans,363,363,99%,3.999999999999999e-96,96.38,159404,NC_056244.1
"Ruellia brittoniana chloroplast, complete genome",Ruellia brittoniana,363,363,99%,3.999999999999999e-96,96.38,143016,MW697905.1
"Clerodendrum bungei chloroplast, complete genome",Clerodendrum bungei,363,363,99%,3.999999999999999e-96,96.38,151678,MW538953.1
"Vitex negundo chloroplast, complete genome",Vitex negundo,363,363,99%,3.999999999999999e-96,96.38,154438,NC_057235.1
"Clerodendrum lindleyi chloroplast, complete genome",Clerodendrum lindleyi,363,363,99%,3.999999999999999e-96,96.38,151678,NC_056199.1
"Clerodendrum bungei chloroplast, complete genome",Clerodendrum bungei,363,363,99%,3.999999999999999e-96,96.38,151680,NC_056141.1
"Clerodendrum japonicum chloroplast, complete genome",Clerodendrum japonicum,363,363,99%,3.999999999999999e-96,96.38,152215,MW307827.1
"Salvia yangii chloroplast, complete genome",Salvia yangii,363,363,99%,3.999999999999999e-96,96.38,151473,MT537168.1
"Mazus lanceifolius chloroplast, complete genome",Puchiumazus lanceifolius,363,363,99%,3.999999999999999e-96,96.38,153965,NC_056338.1
"Clerodendrum japonicum chloroplast, complete genome",Clerodendrum japonicum,363,363,99%,3.999999999999999e-96,96.38,152171,NC_056260.1
"Salvia yangii chloroplast, complete genome",Salvia yangii,363,363,99%,3.999999999999999e-96,96.38,151473,MT012421.1
"Rehmannia chingii voucher ZYH160425 chloroplast, complete genome",Rehmannia chingii,363,363,99%,3.999999999999999e-96,96.38,153328,MW013796.1
"Vitex rotundifolia voucher PDBK 2008-0463 chloroplast, complete genome",Vitex rotundifolia,363,363,99%,3.999999999999999e-96,96.38,154370,NC_050991.1
"Eremophila gibbifolia voucher MELU pending plastid, complete genome",Eremophila gibbifolia,363,363,99%,3.999999999999999e-96,96.38,148717,NC_050954.1
"Leucophyllum frutescens voucher MELUD119025a plastid, complete genome",Leucophyllum frutescens,363,363,99%,3.999999999999999e-96,96.38,154253,NC_050953.1
"Elsholtzia rugulosa chloroplast, complete genome",Elsholtzia rugulosa,363,363,99%,3.999999999999999e-96,96.38,151952,NC_050945.1
"Salvia yangii chloroplast, complete genome",Salvia yangii,363,363,99%,3.999999999999999e-96,96.38,151466,NC_050902.1
"Salvia petrophila chloroplast, complete genome",Salvia petrophila,363,363,99%,3.999999999999999e-96,96.38,151688,NC_050899.1
"Salvia mairei plastid, complete genome",Salvia mairei,363,363,99%,3.999999999999999e-96,96.38,151629,NC_053378.1
"Salvia tiliifolia plastid, complete genome",Salvia tiliifolia,363,363,99%,3.999999999999999e-96,96.38,150891,MT634134.1
"Vitex rotundifolia voucher PDBK 2008-0463 chloroplast, complete genome",Vitex rotundifolia,363,363,99%,3.999999999999999e-96,96.38,154370,MT937186.1
"Eremophila gibbifolia voucher MELU pending plastid, complete genome",Eremophila gibbifolia,363,363,99%,3.999999999999999e-96,96.38,148717,MN044640.1
"Glycocystis beckeri plastid, partial genome",Glycocystis beckeri,363,363,99%,3.999999999999999e-96,96.38,151763,MN044639.1
"Leucophyllum frutescens voucher MELUD119025a plastid, complete genome",Leucophyllum frutescens,363,363,99%,3.999999999999999e-96,96.38,154253,MN044638.1
"Elsholtzia rugulosa chloroplast, complete genome",Elsholtzia rugulosa,363,363,99%,3.999999999999999e-96,96.38,151952,MT012415.1
"Salvia yangii chloroplast, complete genome",Salvia yangii,363,363,99%,3.999999999999999e-96,96.38,151466,MN520025.1
"Salvia petrophila chloroplast, complete genome",Salvia petrophila,363,363,99%,3.999999999999999e-96,96.38,151688,MN520022.1
"Salvia hispanica chloroplast, complete genome",Salvia hispanica,363,363,99%,3.999999999999999e-96,96.38,150980,MN520017.1
"Salvia tiliifolia chloroplast, complete genome",Salvia tiliifolia,363,363,99%,3.999999999999999e-96,96.38,150836,NC_050053.1
"Salvia tiliifolia chloroplast, complete genome",Salvia tiliifolia,363,363,99%,3.999999999999999e-96,96.38,150836,MT381946.1
"Oroxylum indicum chloroplast, complete genome",Oroxylum indicum,363,363,99%,3.999999999999999e-96,96.38,162123,NC_049086.1
"Phelline comosa voucher NOU105538 chloroplast, partial genome",Phelline comosa,362,362,100%,9.999999999999997e-96,95.95,152704,MW255592.1
"Pseudognaphalium affine voucher CHR:497276A plastid, partial genome",Pseudognaphalium affine,362,362,100%,9.999999999999997e-96,95.95,152627,MK570595.1
"Cerbera manghas chloroplast, complete genome",Cerbera manghas,361,361,99%,9.999999999999997e-96,96.36,154428,NC_051546.1
"Cerbera manghas chloroplast, complete genome",Cerbera manghas,361,361,99%,9.999999999999997e-96,96.36,154428,MT527963.1
"Gynoxys mandonii isolate SEN04 voucher B:DB27409 plastid, complete genome",Gynoxys mandonii,361,361,100%,3.9999999999999986e-95,95.95,151031,MK056106.1
"Dolomiaea souliei chloroplast, complete genome",Dolomiaea souliei,361,361,100%,3.9999999999999986e-95,95.95,152466,MT128671.1
"Dolomiaea edulis chloroplast, complete genome",Dolomiaea edulis,361,361,100%,3.9999999999999986e-95,95.95,152645,MT128670.1
"Dolomiaea denticulata chloroplast, complete genome",Dolomiaea denticulata,361,361,100%,3.9999999999999986e-95,95.95,152581,MT128669.1
"Dolomiaea calophylla chloroplast, complete genome",Dolomiaea calophylla,361,361,100%,3.9999999999999986e-95,95.95,152641,MT128668.1
